time status depth year
30  0  50  81
230  1  120  81
570  1  180  81
206000  1  600  81
1080  1  80  81
30  0  100  81
190  1  170  81
5  0  50  81
5  0  50  81
10  0  50  81
103700  1  250  81
90  1  80  81
85  0  50  81
90  0  80  81
35  1  30  81
75  1  100  81
99  1  150  81
15  0  100  81
45  1  200  81
1200  1  150  81
15  0  150  81
120  0  200  81
135  1  70  81
5  0  50  81
5  0  50  81
5  0  50  81
10  0  50  81
10  1  20  81
10  1  50  81
30  1  100  81
60  1  100  81
80  0  100  81
1320  1  50  82
1560  1  120  82
10  0  10  82
20  0  50  82
20  0  50  82
343000  1  400  82
600  1  100  82
175  1  130  82
3  0  10  82
15  0  100  82
5  0  30  82
142  1  120  82
10  0  50  82
10  0  50  82
65  1  80  82
17  0  50  82
22  0  50  82
30  0  100  82
50  1  150  82
30  0  80  82
35  0  80  82
45  0  60  82
40  1  100  82
50  1  70  82
55  1  150  82
60  1  120  82
90  1  170  82
168  1  300  82
5  0  20  82
120  1  200  82
550  1  400  82
15  0  50  82
30  1  50  82
30  1  50  82
15  0  50  82
70  0  150  82
35  1  150  82
110  1  250  82
5  0  50  82
1335  1  150  82
70  1  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  0  50  82
10  1  50  82
135  1  220  83
320  1  250  83
60  1  80  83
10  0  150  83
20  0  200  83
40  0  80  83
83  0  120  83
88  0  120  83
5  0  30  83
4440  1  50  83
4440  1  60  83
1620  1  120  83
187  0  350  83
30  0  50  83
140  1  150  83
145  1  180  83
45  1  100  83
30  0  50  83
30  0  70  83
70  1  110  83
90  1  120  83
100  1  250  83
165  1  350  83
180  1  350  83
20  1  100  83
30  1  80  83
10  0  50  83
30  1  60  83
60  1  80  83
70  1  80  83
75  1  120  83
250  1  70  83
10  0  150  83
960  1  150  83
5  0  50  83
30  0  150  83
30  0  50  83
35  1  120  83
55  1  60  83
60  1  70  83
150  1  70  84
35  1  50  84
25  1  50  84
5  0  50  84
345  1  170  84
85  1  70  84
94  1  110  84
132  1  140  84
10  0  50  84
90  1  220  84
315  1  100  84
10  0  50  84
10  0  50  84
10  0  40  84
10  0  100  84
10  0  100  84
150  1  140  84
5  0  150  84
35  1  200  84
105  1  300  84
10  0  50  84
20  0  70  84
10  1  80  84
10  0  40  84
190  1  80  84
10  0  80  84
20  1  120  84
1620  1  200  84
1680  1  200  84
20  0  60  84
50  1  100  84
5  0  50  84
15  0  50  84
20  0  70  84
35  1  150  84
40  1  200  84
7223  1  200  84
10  0  50  84
315  1  200  84
15  0  80  84
40  0  40  84
8  0  100  84
115  1  100  84
50  1  130  84
75  1  80  84
540  1  100  84
540  1  250  84
720  1  300  84
840  1  250  84
10  0  50  84
490  1  300  84
10  0  30  84
10  0  50  84
120  1  40  84
10  0  50  84
210  1  120  84
195  1  250  84
210  1  330  84
210  1  320  84
450  1  230  84
10  0  50  85
30  1  50  85
40  0  60  85
95  1  60  85
1260  1  60  85
1110  1  80  85
1120  1  120  85
1140  1  100  85
10  0  30  85
15  0  50  85
50  1  70  85
10  0  100  85
120  1  150  85
170  1  300  85
625  1  200  85
780  1  300  85
320  1  60  85
120  0  150  85
120  1  150  85
10  0  50  85
15  0  100  85
30  1  100  85
10  0  50  85
60  0  70  85
360  1  80  85
8  0  50  85
75  1  60  85
85  0  60  85
10  0  40  85
22  0  70  85
41  0  40  85
43  1  120  85
2  0  30  85
10  0  50  85
17280  1  600  85
17280  1  450  85
135  1  80  85
52000  1  100  85
52000  1  100  85
45  1  100  85
60  0  70  85
30  1  80  85
5  0  50  85
15  0  100  85
40  1  120  85
23000  1  100  85
110  0  170  85
130  1  190  85
10  0  50  85
20  1  50  85
1690  1  40  85
15  1  100  85
20  1  50  85
30  1  50  85
3  0  50  86
6  0  100  86
180  1  80  86
100  0  180  86
5  0  50  86
20  0  100  86
10  0  100  86
60  1  100  86
85  1  250  86
180000  1  100  86
200000  1  100  86
104000  1  100  86
5  0  10  86
45  1  30  86
55  1  80  86
10  0  50  86
10  0  50  86
960  0  50  86
5  0  10  86
5  1  20  86
75  0  50  86
80  0  100  86
25  1  20  86
43  0  100  86
40  0  100  86
45  1  150  86
60  1  50  86
65  1  30  86
70  0  50  86
85  1  30  86
170  1  50  86
10  0  50  86
45  1  80  87
105  1  70  87
15  0  130  87
20  0  150  87
30  0  300  87
60  1  60  87
10  0  40  87
10  1  15  87
55  1  80  87
60  1  80  87
15  0  40  87
25  0  60  87
35  1  60  87
10  0  30  87
10  0  50  87
875  1  120  87
85  0  150  87
12  0  50  87
5  0  60  87
5  0  50  87
5  0  50  87
95  1  60  87
15  0  50  87
20  1  60  87
40  1  150  87
45  1  150  87
95  1  100  87
100  1  200  87
115  1  250  87
120  1  200  87
15  0  20  87
155  1  100  87
160  1  80  87
170  1  110  87
175  1  140  87
200  1  180  87
10  0  50  88
56  1  100  88
70  1  60  88
95  1  50  88
1680  1  200  88
40  1  70  88
10  0  50  88
10  0  30  88
75  0  200  88
30  1  80  88
10  0  50  88
20  0  50  88
15  0  50  88
43  1  80  88
120  1  30  88
37  0  70  88
40  1  70  88
35  1  50  88
105  1  70  88
10  0  40  88
60  1  70  88
10  0  50  88
10  0  50  88
15  0  30  88
840  1  60  88
15  0  50  89
195  1  150  89
1140  1  150  89
15  0  50  89
165  1  150  89
60  1  100  89
430  1  600  89
660  1  150  89
40  1  60  89
40  1  60  89
1980  1  100  89
1980  1  100  89
10  0  10  89
15  0  50  89
124  1  170  89
174240  1  100  89
174240  1  100  89
60  0  230  89
10  0  50  89
20  1  150  89
5  0  50  89
35  1  250  89
105  0  70  89
15  0  50  89
50  1  200  89
80  1  350  89
2160  1  100  89
2160  1  100  89
2160  1  150  89
2220  1  200  89
3840  1  50  89
4380  1  200  89
7080  1  70  89
15  0  120  90
17  1  150  90
175  1  150  90
40  1  75  90
45  1  75  90
55  1  60  90
38  0  60  90
18  0  50  90
20  0  80  90
20  1  150  90
45  1  45  90
70  1  50  90
1020  1  70  90
1080  1  300  90
30  0  100  90
1440  1  30  90
15  0  100  90
2880  1  150  90
50  0  80  90
260  1  50  90
5  0  20  90
24  0  200  90
135  1  100  90
25  0  50  90
20  0  50  90
132  1  140  90
180  1  50  90
55  1  75  90
5  0  45  90
5  0  45  90
20  1  70  90
960  1  45  90
35  1  150  90
20  1  60  90
7  0  40  90
45  0  55  90
50  0  50  90
55  0  30  90
80  1  -1  90
105  1  -1  90
130  1  -1  90
155  1  -1  90
195  1  -1  90
195  1  -1  90
220  1  -1  90
20  0  110  90
50  1  80  90
5  0  45  90
20  1  150  90
25  1  200  90
10  0  20  90
10  0  45  90
389  1  280  90
10  0  50  90
35  1  120  90
10  1  50  90
100000  1  -1  90
